Loading tokenizer and model (this may take a while)...
Read 10000 train records
Building ORPO-style datasets (creating synthetic 'rejected' responses)...
Starting training...
{'loss': 2.6092, 'grad_norm': 1.1636658906936646, 'learning_rate': 1.9928e-05, 'rewards/chosen': -0.8355883359909058, 'rewards/rejected': -1.069198727607727, 'rewards/accuracies': 0.675000011920929, 'rewards/margins': 0.23361027240753174, 'logps/rejected': -10.691987037658691, 'logps/chosen': -8.355884552001953, 'logits/rejected': 0.5487064123153687, 'logits/chosen': 0.5444585680961609, 'nll_loss': 2.4972660541534424, 'log_odds_ratio': -1.11929452419281, 'log_odds_chosen': 2.337411880493164, 'epoch': 0.0}
{'loss': 1.8576, 'grad_norm': 0.801777720451355, 'learning_rate': 3.928e-06, 'rewards/chosen': -0.10366404056549072, 'rewards/rejected': -0.6191452741622925, 'rewards/accuracies': 0.9750000238418579, 'rewards/margins': 0.5154813528060913, 'logps/rejected': -6.191453456878662, 'logps/chosen': -1.0366404056549072, 'logits/rejected': 0.21221895515918732, 'logits/chosen': 0.18886108696460724, 'nll_loss': 1.852508544921875, 'log_odds_ratio': -0.05118668079376221, 'log_odds_chosen': 5.949575901031494, 'epoch': 0.8}
{'loss': 2.0653, 'grad_norm': 2.58135986328125, 'learning_rate': 3.848e-06, 'rewards/chosen': -0.1447516828775406, 'rewards/rejected': -0.6240532398223877, 'rewards/accuracies': 0.9750000238418579, 'rewards/margins': 0.4793015420436859, 'logps/rejected': -6.240532875061035, 'logps/chosen': -1.4475167989730835, 'logits/rejected': 0.3371643126010895, 'logits/chosen': 0.3118615746498108, 'nll_loss': 2.0603199005126953, 'log_odds_ratio': -0.04970189556479454, 'log_odds_chosen': 5.411293983459473, 'epoch': 0.81}
{'loss': 1.89, 'grad_norm': 0.8039193153381348, 'learning_rate': 3.7680000000000006e-06, 'rewards/chosen': -0.14208877086639404, 'rewards/rejected': -0.6258653998374939, 'rewards/accuracies': 0.9750000238418579, 'rewards/margins': 0.48377662897109985, 'logps/rejected': -6.2586541175842285, 'logps/chosen': -1.4208877086639404, 'logits/rejected': 0.2701443135738373, 'logits/chosen': 0.25388795137405396, 'nll_loss': 1.881361961364746, 'log_odds_ratio': -0.08589009940624237, 'log_odds_chosen': 5.532524108886719, 'epoch': 0.81}
{'loss': 1.823, 'grad_norm': 0.8256945610046387, 'learning_rate': 3.6880000000000005e-06, 'rewards/chosen': -0.10797271877527237, 'rewards/rejected': -0.6158682107925415, 'rewards/accuracies': 1.0, 'rewards/margins': 0.5078954696655273, 'logps/rejected': -6.158682823181152, 'logps/chosen': -1.079727292060852, 'logits/rejected': 0.2455885112285614, 'logits/chosen': 0.22565241158008575, 'nll_loss': 1.8197157382965088, 'log_odds_ratio': -0.03258868306875229, 'log_odds_chosen': 5.855903148651123, 'epoch': 0.82}
{'loss': 1.8505, 'grad_norm': 1.157547950744629, 'learning_rate': 3.6080000000000004e-06, 'rewards/chosen': -0.12637224793434143, 'rewards/rejected': -0.6175858378410339, 'rewards/accuracies': 0.9750000238418579, 'rewards/margins': 0.4912135601043701, 'logps/rejected': -6.175858497619629, 'logps/chosen': -1.2637226581573486, 'logits/rejected': 0.19644448161125183, 'logits/chosen': 0.1695629060268402, 'nll_loss': 1.84535813331604, 'log_odds_ratio': -0.05187958478927612, 'log_odds_chosen': 5.582557678222656, 'epoch': 0.82}
{'loss': 1.9031, 'grad_norm': 0.8349595665931702, 'learning_rate': 3.5280000000000004e-06, 'rewards/chosen': -0.1105857864022255, 'rewards/rejected': -0.6361171007156372, 'rewards/accuracies': 0.9750000238418579, 'rewards/margins': 0.5255312919616699, 'logps/rejected': -6.361170768737793, 'logps/chosen': -1.1058579683303833, 'logits/rejected': 0.23198232054710388, 'logits/chosen': 0.2037191390991211, 'nll_loss': 1.895963430404663, 'log_odds_ratio': -0.07153616845607758, 'log_odds_chosen': 6.041455268859863, 'epoch': 0.82}
{'loss': 1.9737, 'grad_norm': 0.7434895634651184, 'learning_rate': 3.4480000000000003e-06, 'rewards/chosen': -0.1197579950094223, 'rewards/rejected': -0.6515425443649292, 'rewards/accuracies': 0.9750000238418579, 'rewards/margins': 0.5317845344543457, 'logps/rejected': -6.515425205230713, 'logps/chosen': -1.1975798606872559, 'logits/rejected': 0.3622397780418396, 'logits/chosen': 0.3432367444038391, 'nll_loss': 1.9671357870101929, 'log_odds_ratio': -0.06602388620376587, 'log_odds_chosen': 6.116208553314209, 'epoch': 0.83}
{'loss': 1.9517, 'grad_norm': 0.7937479019165039, 'learning_rate': 3.368e-06, 'rewards/chosen': -0.09427608549594879, 'rewards/rejected': -0.6185823082923889, 'rewards/accuracies': 1.0, 'rewards/margins': 0.5243061780929565, 'logps/rejected': -6.185822486877441, 'logps/chosen': -0.9427609443664551, 'logits/rejected': 0.311361700296402, 'logits/chosen': 0.3000454008579254, 'nll_loss': 1.9470398426055908, 'log_odds_ratio': -0.04701259359717369, 'log_odds_chosen': 6.12286901473999, 'epoch': 0.83}
{'loss': 1.8897, 'grad_norm': 0.9061959385871887, 'learning_rate': 3.288e-06, 'rewards/chosen': -0.09515325725078583, 'rewards/rejected': -0.6725515127182007, 'rewards/accuracies': 1.0, 'rewards/margins': 0.5773981809616089, 'logps/rejected': -6.7255144119262695, 'logps/chosen': -0.9515327215194702, 'logits/rejected': 0.3515349328517914, 'logits/chosen': 0.32248154282569885, 'nll_loss': 1.8879330158233643, 'log_odds_ratio': -0.017839374020695686, 'log_odds_chosen': 6.47912073135376, 'epoch': 0.84}
{'loss': 1.8318, 'grad_norm': 2.071624517440796, 'learning_rate': 3.208e-06, 'rewards/chosen': -0.09413212537765503, 'rewards/rejected': -0.586674690246582, 'rewards/accuracies': 0.9750000238418579, 'rewards/margins': 0.49254244565963745, 'logps/rejected': -5.866745948791504, 'logps/chosen': -0.9413211941719055, 'logits/rejected': 0.3629060983657837, 'logits/chosen': 0.33711352944374084, 'nll_loss': 1.8254585266113281, 'log_odds_ratio': -0.06387700885534286, 'log_odds_chosen': 5.870655536651611, 'epoch': 0.84}
{'loss': 2.0572, 'grad_norm': 1.379693627357483, 'learning_rate': 3.1280000000000004e-06, 'rewards/chosen': -0.13671794533729553, 'rewards/rejected': -0.6494699120521545, 'rewards/accuracies': 1.0, 'rewards/margins': 0.5127519369125366, 'logps/rejected': -6.494698524475098, 'logps/chosen': -1.3671796321868896, 'logits/rejected': 0.29221317172050476, 'logits/chosen': 0.26612618565559387, 'nll_loss': 2.0541200637817383, 'log_odds_ratio': -0.030301153659820557, 'log_odds_chosen': 5.7837815284729, 'epoch': 0.84}
{'loss': 1.9414, 'grad_norm': 0.7527990341186523, 'learning_rate': 3.0480000000000003e-06, 'rewards/chosen': -0.11393840610980988, 'rewards/rejected': -0.5379546284675598, 'rewards/accuracies': 0.9750000238418579, 'rewards/margins': 0.42401617765426636, 'logps/rejected': -5.379546165466309, 'logps/chosen': -1.1393840312957764, 'logits/rejected': 0.3611990213394165, 'logits/chosen': 0.3413906693458557, 'nll_loss': 1.9344160556793213, 'log_odds_ratio': -0.06982577592134476, 'log_odds_chosen': 4.947392463684082, 'epoch': 0.85}
{'loss': 1.9473, 'grad_norm': 1.5664687156677246, 'learning_rate': 2.9680000000000002e-06, 'rewards/chosen': -0.08331656455993652, 'rewards/rejected': -0.5970925092697144, 'rewards/accuracies': 1.0, 'rewards/margins': 0.5137758851051331, 'logps/rejected': -5.9709248542785645, 'logps/chosen': -0.8331656455993652, 'logits/rejected': 0.12919513881206512, 'logits/chosen': 0.10109931230545044, 'nll_loss': 1.944518804550171, 'log_odds_ratio': -0.027415255084633827, 'log_odds_chosen': 6.175899982452393, 'epoch': 0.85}
{'loss': 1.8438, 'grad_norm': 0.6855198740959167, 'learning_rate': 2.888e-06, 'rewards/chosen': -0.12075166404247284, 'rewards/rejected': -0.6347236037254333, 'rewards/accuracies': 1.0, 'rewards/margins': 0.5139719247817993, 'logps/rejected': -6.347235679626465, 'logps/chosen': -1.2075166702270508, 'logits/rejected': 0.13332296907901764, 'logits/chosen': 0.11055146157741547, 'nll_loss': 1.840407133102417, 'log_odds_ratio': -0.034206289798021317, 'log_odds_chosen': 5.867827415466309, 'epoch': 0.86}
{'loss': 1.9038, 'grad_norm': 1.4672874212265015, 'learning_rate': 2.808e-06, 'rewards/chosen': -0.1382572501897812, 'rewards/rejected': -0.6588206887245178, 'rewards/accuracies': 1.0, 'rewards/margins': 0.5205634236335754, 'logps/rejected': -6.5882062911987305, 'logps/chosen': -1.3825725317001343, 'logits/rejected': 0.2737942636013031, 'logits/chosen': 0.25532957911491394, 'nll_loss': 1.9003397226333618, 'log_odds_ratio': -0.03501693531870842, 'log_odds_chosen': 5.858381748199463, 'epoch': 0.86}
{'loss': 1.8665, 'grad_norm': 0.7391924858093262, 'learning_rate': 2.728e-06, 'rewards/chosen': -0.1481754630804062, 'rewards/rejected': -0.6405248641967773, 'rewards/accuracies': 0.9750000238418579, 'rewards/margins': 0.49234944581985474, 'logps/rejected': -6.405248165130615, 'logps/chosen': -1.4817546606063843, 'logits/rejected': 0.33229565620422363, 'logits/chosen': 0.31524425745010376, 'nll_loss': 1.8592817783355713, 'log_odds_ratio': -0.07247848808765411, 'log_odds_chosen': 5.5431437492370605, 'epoch': 0.86}
{'loss': 1.9525, 'grad_norm': 0.803378164768219, 'learning_rate': 2.648e-06, 'rewards/chosen': -0.1289595663547516, 'rewards/rejected': -0.6188024878501892, 'rewards/accuracies': 0.9750000238418579, 'rewards/margins': 0.48984295129776, 'logps/rejected': -6.188024997711182, 'logps/chosen': -1.2895954847335815, 'logits/rejected': 0.23208153247833252, 'logits/chosen': 0.2100002020597458, 'nll_loss': 1.9465469121932983, 'log_odds_ratio': -0.059479691088199615, 'log_odds_chosen': 5.572361946105957, 'epoch': 0.87}
{'loss': 1.8842, 'grad_norm': 0.8739587068557739, 'learning_rate': 2.568e-06, 'rewards/chosen': -0.11579785495996475, 'rewards/rejected': -0.6259004473686218, 'rewards/accuracies': 1.0, 'rewards/margins': 0.5101025700569153, 'logps/rejected': -6.25900411605835, 'logps/chosen': -1.1579785346984863, 'logits/rejected': 0.18359294533729553, 'logits/chosen': 0.14954426884651184, 'nll_loss': 1.8816688060760498, 'log_odds_ratio': -0.024910060688853264, 'log_odds_chosen': 5.900704383850098, 'epoch': 0.87}
{'loss': 1.8897, 'grad_norm': 0.8224987387657166, 'learning_rate': 2.488e-06, 'rewards/chosen': -0.12579408288002014, 'rewards/rejected': -0.6386356949806213, 'rewards/accuracies': 0.949999988079071, 'rewards/margins': 0.5128415822982788, 'logps/rejected': -6.386356830596924, 'logps/chosen': -1.2579407691955566, 'logits/rejected': 0.28458040952682495, 'logits/chosen': 0.2593678832054138, 'nll_loss': 1.8803857564926147, 'log_odds_ratio': -0.09338037669658661, 'log_odds_chosen': 5.841161251068115, 'epoch': 0.88}
{'loss': 1.8798, 'grad_norm': 0.6398881673812866, 'learning_rate': 2.408e-06, 'rewards/chosen': -0.10832281410694122, 'rewards/rejected': -0.5537065863609314, 'rewards/accuracies': 0.9750000238418579, 'rewards/margins': 0.44538378715515137, 'logps/rejected': -5.5370659828186035, 'logps/chosen': -1.0832279920578003, 'logits/rejected': 0.24244150519371033, 'logits/chosen': 0.22271263599395752, 'nll_loss': 1.8725274801254272, 'log_odds_ratio': -0.07319687306880951, 'log_odds_chosen': 5.145445823669434, 'epoch': 0.88}
{'loss': 1.8883, 'grad_norm': 2.2852156162261963, 'learning_rate': 2.3280000000000004e-06, 'rewards/chosen': -0.13658535480499268, 'rewards/rejected': -0.5871122479438782, 'rewards/accuracies': 0.9750000238418579, 'rewards/margins': 0.45052680373191833, 'logps/rejected': -5.871121883392334, 'logps/chosen': -1.3658535480499268, 'logits/rejected': 0.23267558217048645, 'logits/chosen': 0.20463332533836365, 'nll_loss': 1.8741525411605835, 'log_odds_ratio': -0.14179429411888123, 'log_odds_chosen': 5.285695552825928, 'epoch': 0.88}
{'loss': 1.9652, 'grad_norm': 0.6666449904441833, 'learning_rate': 2.2480000000000003e-06, 'rewards/chosen': -0.11287413537502289, 'rewards/rejected': -0.638121485710144, 'rewards/accuracies': 1.0, 'rewards/margins': 0.52524733543396, 'logps/rejected': -6.3812150955200195, 'logps/chosen': -1.1287415027618408, 'logits/rejected': 0.20823755860328674, 'logits/chosen': 0.19104060530662537, 'nll_loss': 1.963155746459961, 'log_odds_ratio': -0.020790761336684227, 'log_odds_chosen': 6.0285234451293945, 'epoch': 0.89}
{'loss': 1.9006, 'grad_norm': 1.3286036252975464, 'learning_rate': 2.1680000000000002e-06, 'rewards/chosen': -0.116582490503788, 'rewards/rejected': -0.6082432866096497, 'rewards/accuracies': 1.0, 'rewards/margins': 0.4916607439517975, 'logps/rejected': -6.082431793212891, 'logps/chosen': -1.1658250093460083, 'logits/rejected': 0.21510514616966248, 'logits/chosen': 0.1863388568162918, 'nll_loss': 1.8970234394073486, 'log_odds_ratio': -0.03604529798030853, 'log_odds_chosen': 5.6138200759887695, 'epoch': 0.89}
{'loss': 1.9813, 'grad_norm': 0.6864122152328491, 'learning_rate': 2.088e-06, 'rewards/chosen': -0.11927403509616852, 'rewards/rejected': -0.6517120003700256, 'rewards/accuracies': 1.0, 'rewards/margins': 0.5324379801750183, 'logps/rejected': -6.51711893081665, 'logps/chosen': -1.1927404403686523, 'logits/rejected': 0.24081578850746155, 'logits/chosen': 0.21169061958789825, 'nll_loss': 1.9786779880523682, 'log_odds_ratio': -0.026522010564804077, 'log_odds_chosen': 6.030956268310547, 'epoch': 0.9}
{'loss': 1.883, 'grad_norm': 0.8919695019721985, 'learning_rate': 2.008e-06, 'rewards/chosen': -0.08705322444438934, 'rewards/rejected': -0.6272405385971069, 'rewards/accuracies': 1.0, 'rewards/margins': 0.5401872396469116, 'logps/rejected': -6.272404193878174, 'logps/chosen': -0.870532214641571, 'logits/rejected': 0.1342385709285736, 'logits/chosen': 0.1117657795548439, 'nll_loss': 1.8806934356689453, 'log_odds_ratio': -0.02356719970703125, 'log_odds_chosen': 6.228501319885254, 'epoch': 0.9}
{'loss': 1.8573, 'grad_norm': 0.908653974533081, 'learning_rate': 1.928e-06, 'rewards/chosen': -0.10327409207820892, 'rewards/rejected': -0.6464551687240601, 'rewards/accuracies': 1.0, 'rewards/margins': 0.5431810617446899, 'logps/rejected': -6.4645514488220215, 'logps/chosen': -1.032740831375122, 'logits/rejected': 0.09292972832918167, 'logits/chosen': 0.06588506698608398, 'nll_loss': 1.8565582036972046, 'log_odds_ratio': -0.00745310727506876, 'log_odds_chosen': 6.127553939819336, 'epoch': 0.9}
{'loss': 1.9067, 'grad_norm': 2.7318224906921387, 'learning_rate': 1.8480000000000001e-06, 'rewards/chosen': -0.15376098453998566, 'rewards/rejected': -0.6807705760002136, 'rewards/accuracies': 0.949999988079071, 'rewards/margins': 0.5270096063613892, 'logps/rejected': -6.807705879211426, 'logps/chosen': -1.5376096963882446, 'logits/rejected': 0.27165788412094116, 'logits/chosen': 0.23743894696235657, 'nll_loss': 1.8934447765350342, 'log_odds_ratio': -0.1325874626636505, 'log_odds_chosen': 5.906449317932129, 'epoch': 0.91}
{'loss': 1.9405, 'grad_norm': 0.7910163998603821, 'learning_rate': 1.7680000000000003e-06, 'rewards/chosen': -0.12948429584503174, 'rewards/rejected': -0.6588987112045288, 'rewards/accuracies': 1.0, 'rewards/margins': 0.5294144153594971, 'logps/rejected': -6.588986873626709, 'logps/chosen': -1.2948429584503174, 'logits/rejected': 0.2218128889799118, 'logits/chosen': 0.18721291422843933, 'nll_loss': 1.937487006187439, 'log_odds_ratio': -0.03057776764035225, 'log_odds_chosen': 6.0196967124938965, 'epoch': 0.91}
{'loss': 1.8932, 'grad_norm': 0.8029499053955078, 'learning_rate': 1.6880000000000002e-06, 'rewards/chosen': -0.11100616306066513, 'rewards/rejected': -0.6561257243156433, 'rewards/accuracies': 0.9750000238418579, 'rewards/margins': 0.54511958360672, 'logps/rejected': -6.561257362365723, 'logps/chosen': -1.110061526298523, 'logits/rejected': 0.2152736634016037, 'logits/chosen': 0.19115769863128662, 'nll_loss': 1.8885815143585205, 'log_odds_ratio': -0.045934777706861496, 'log_odds_chosen': 6.2888288497924805, 'epoch': 0.92}
{'loss': 1.9509, 'grad_norm': 1.0100433826446533, 'learning_rate': 1.608e-06, 'rewards/chosen': -0.12974390387535095, 'rewards/rejected': -0.6298407316207886, 'rewards/accuracies': 0.949999988079071, 'rewards/margins': 0.5000967979431152, 'logps/rejected': -6.298407077789307, 'logps/chosen': -1.2974388599395752, 'logits/rejected': 0.35106444358825684, 'logits/chosen': 0.3268163800239563, 'nll_loss': 1.9426733255386353, 'log_odds_ratio': -0.08245702087879181, 'log_odds_chosen': 5.733243465423584, 'epoch': 0.92}
{'loss': 1.8819, 'grad_norm': 0.7809884548187256, 'learning_rate': 1.528e-06, 'rewards/chosen': -0.17447058856487274, 'rewards/rejected': -0.5999734401702881, 'rewards/accuracies': 0.9750000238418579, 'rewards/margins': 0.42550286650657654, 'logps/rejected': -5.999733924865723, 'logps/chosen': -1.7447059154510498, 'logits/rejected': 0.227054625749588, 'logits/chosen': 0.21124425530433655, 'nll_loss': 1.8755336999893188, 'log_odds_ratio': -0.06333784759044647, 'log_odds_chosen': 4.697124481201172, 'epoch': 0.92}
{'loss': 1.9101, 'grad_norm': 0.7965093851089478, 'learning_rate': 1.4480000000000002e-06, 'rewards/chosen': -0.09112865477800369, 'rewards/rejected': -0.684434175491333, 'rewards/accuracies': 0.9750000238418579, 'rewards/margins': 0.5933055281639099, 'logps/rejected': -6.844342231750488, 'logps/chosen': -0.9112866520881653, 'logits/rejected': 0.2489859163761139, 'logits/chosen': 0.2180931270122528, 'nll_loss': 1.9055877923965454, 'log_odds_ratio': -0.04533218964934349, 'log_odds_chosen': 6.922780513763428, 'epoch': 0.93}
{'loss': 1.8837, 'grad_norm': 0.9109551310539246, 'learning_rate': 1.368e-06, 'rewards/chosen': -0.10269395262002945, 'rewards/rejected': -0.6401885151863098, 'rewards/accuracies': 1.0, 'rewards/margins': 0.5374945402145386, 'logps/rejected': -6.401885032653809, 'logps/chosen': -1.0269396305084229, 'logits/rejected': 0.20563821494579315, 'logits/chosen': 0.190102681517601, 'nll_loss': 1.8810991048812866, 'log_odds_ratio': -0.026096602901816368, 'log_odds_chosen': 6.176087856292725, 'epoch': 0.93}
{'loss': 1.9649, 'grad_norm': 1.7506792545318604, 'learning_rate': 1.288e-06, 'rewards/chosen': -0.13294284045696259, 'rewards/rejected': -0.5678048133850098, 'rewards/accuracies': 1.0, 'rewards/margins': 0.4348619878292084, 'logps/rejected': -5.678048133850098, 'logps/chosen': -1.3294281959533691, 'logits/rejected': 0.32693737745285034, 'logits/chosen': 0.30569133162498474, 'nll_loss': 1.9584382772445679, 'log_odds_ratio': -0.06501283496618271, 'log_odds_chosen': 5.1069231033325195, 'epoch': 0.94}
{'loss': 1.9188, 'grad_norm': 1.2139900922775269, 'learning_rate': 1.2080000000000001e-06, 'rewards/chosen': -0.10751298815011978, 'rewards/rejected': -0.5417219996452332, 'rewards/accuracies': 1.0, 'rewards/margins': 0.43420904874801636, 'logps/rejected': -5.417220115661621, 'logps/chosen': -1.0751298666000366, 'logits/rejected': 0.27876168489456177, 'logits/chosen': 0.24795547127723694, 'nll_loss': 1.9161268472671509, 'log_odds_ratio': -0.02651027962565422, 'log_odds_chosen': 5.049495220184326, 'epoch': 0.94}
{'loss': 1.9756, 'grad_norm': 0.791790783405304, 'learning_rate': 1.128e-06, 'rewards/chosen': -0.09879635274410248, 'rewards/rejected': -0.6326829195022583, 'rewards/accuracies': 1.0, 'rewards/margins': 0.5338865518569946, 'logps/rejected': -6.326828956604004, 'logps/chosen': -0.9879634976387024, 'logits/rejected': 0.2917100787162781, 'logits/chosen': 0.2619009017944336, 'nll_loss': 1.9731420278549194, 'log_odds_ratio': -0.02453889138996601, 'log_odds_chosen': 6.194211959838867, 'epoch': 0.94}
{'loss': 1.895, 'grad_norm': 0.802680253982544, 'learning_rate': 1.0480000000000002e-06, 'rewards/chosen': -0.14714835584163666, 'rewards/rejected': -0.6110239028930664, 'rewards/accuracies': 0.925000011920929, 'rewards/margins': 0.46387553215026855, 'logps/rejected': -6.110238552093506, 'logps/chosen': -1.471483588218689, 'logits/rejected': 0.17832472920417786, 'logits/chosen': 0.1650480031967163, 'nll_loss': 1.8817554712295532, 'log_odds_ratio': -0.13264679908752441, 'log_odds_chosen': 5.298445224761963, 'epoch': 0.95}
{'loss': 1.8458, 'grad_norm': 1.1537659168243408, 'learning_rate': 9.68e-07, 'rewards/chosen': -0.11237342655658722, 'rewards/rejected': -0.6468772292137146, 'rewards/accuracies': 1.0, 'rewards/margins': 0.5345038175582886, 'logps/rejected': -6.468772888183594, 'logps/chosen': -1.1237342357635498, 'logits/rejected': 0.21472127735614777, 'logits/chosen': 0.2017488032579422, 'nll_loss': 1.8429453372955322, 'log_odds_ratio': -0.028550460934638977, 'log_odds_chosen': 6.098973274230957, 'epoch': 0.95}
{'loss': 1.9304, 'grad_norm': 1.6666215658187866, 'learning_rate': 8.880000000000001e-07, 'rewards/chosen': -0.10602214187383652, 'rewards/rejected': -0.6010496020317078, 'rewards/accuracies': 0.9750000238418579, 'rewards/margins': 0.49502745270729065, 'logps/rejected': -6.010495662689209, 'logps/chosen': -1.0602214336395264, 'logits/rejected': 0.13581253588199615, 'logits/chosen': 0.10523396730422974, 'nll_loss': 1.9216587543487549, 'log_odds_ratio': -0.08784107863903046, 'log_odds_chosen': 5.770028114318848, 'epoch': 0.96}
{'loss': 1.8756, 'grad_norm': 0.9487413167953491, 'learning_rate': 8.08e-07, 'rewards/chosen': -0.09329361468553543, 'rewards/rejected': -0.6163331270217896, 'rewards/accuracies': 1.0, 'rewards/margins': 0.5230394601821899, 'logps/rejected': -6.163331031799316, 'logps/chosen': -0.9329360723495483, 'logits/rejected': 0.2128094732761383, 'logits/chosen': 0.19732579588890076, 'nll_loss': 1.8745750188827515, 'log_odds_ratio': -0.010268370620906353, 'log_odds_chosen': 6.092113494873047, 'epoch': 0.96}
{'loss': 1.8842, 'grad_norm': 1.0739611387252808, 'learning_rate': 7.280000000000001e-07, 'rewards/chosen': -0.11778726428747177, 'rewards/rejected': -0.6370187997817993, 'rewards/accuracies': 0.9750000238418579, 'rewards/margins': 0.5192315578460693, 'logps/rejected': -6.370188236236572, 'logps/chosen': -1.177872657775879, 'logits/rejected': 0.18569055199623108, 'logits/chosen': 0.16215208172798157, 'nll_loss': 1.8783187866210938, 'log_odds_ratio': -0.0586685948073864, 'log_odds_chosen': 5.935500144958496, 'epoch': 0.96}
{'loss': 1.8796, 'grad_norm': 0.9462181925773621, 'learning_rate': 6.48e-07, 'rewards/chosen': -0.10565968602895737, 'rewards/rejected': -0.6525462865829468, 'rewards/accuracies': 1.0, 'rewards/margins': 0.5468866229057312, 'logps/rejected': -6.525463104248047, 'logps/chosen': -1.0565967559814453, 'logits/rejected': 0.18356497585773468, 'logits/chosen': 0.16556081175804138, 'nll_loss': 1.8777439594268799, 'log_odds_ratio': -0.019032170996069908, 'log_odds_chosen': 6.248135566711426, 'epoch': 0.97}
{'loss': 1.7592, 'grad_norm': 0.9173398017883301, 'learning_rate': 5.680000000000001e-07, 'rewards/chosen': -0.10956213623285294, 'rewards/rejected': -0.6288628578186035, 'rewards/accuracies': 1.0, 'rewards/margins': 0.519300639629364, 'logps/rejected': -6.288628578186035, 'logps/chosen': -1.0956213474273682, 'logits/rejected': 0.07798446714878082, 'logits/chosen': 0.05851487070322037, 'nll_loss': 1.755715012550354, 'log_odds_ratio': -0.03520793095231056, 'log_odds_chosen': 6.042090892791748, 'epoch': 0.97}
{'loss': 1.8426, 'grad_norm': 0.9557534456253052, 'learning_rate': 4.88e-07, 'rewards/chosen': -0.1494862586259842, 'rewards/rejected': -0.5843521356582642, 'rewards/accuracies': 0.9750000238418579, 'rewards/margins': 0.43486595153808594, 'logps/rejected': -5.843522071838379, 'logps/chosen': -1.4948625564575195, 'logits/rejected': 0.13484379649162292, 'logits/chosen': 0.11550358682870865, 'nll_loss': 1.8367973566055298, 'log_odds_ratio': -0.05782799795269966, 'log_odds_chosen': 4.987364292144775, 'epoch': 0.98}
{'loss': 1.9818, 'grad_norm': 1.2489303350448608, 'learning_rate': 4.0800000000000005e-07, 'rewards/chosen': -0.14326214790344238, 'rewards/rejected': -0.6664372086524963, 'rewards/accuracies': 1.0, 'rewards/margins': 0.523175060749054, 'logps/rejected': -6.664372444152832, 'logps/chosen': -1.4326213598251343, 'logits/rejected': 0.27694472670555115, 'logits/chosen': 0.2538580000400543, 'nll_loss': 1.9772613048553467, 'log_odds_ratio': -0.04580376669764519, 'log_odds_chosen': 5.78097677230835, 'epoch': 0.98}
{'loss': 2.0737, 'grad_norm': 0.9463455677032471, 'learning_rate': 3.280000000000001e-07, 'rewards/chosen': -0.1356109082698822, 'rewards/rejected': -0.6345211863517761, 'rewards/accuracies': 0.9750000238418579, 'rewards/margins': 0.4989102780818939, 'logps/rejected': -6.345211505889893, 'logps/chosen': -1.3561090230941772, 'logits/rejected': 0.2950255870819092, 'logits/chosen': 0.2764217257499695, 'nll_loss': 2.064316511154175, 'log_odds_ratio': -0.09392454475164413, 'log_odds_chosen': 5.612395763397217, 'epoch': 0.98}
{'loss': 1.8922, 'grad_norm': 0.9809693694114685, 'learning_rate': 2.48e-07, 'rewards/chosen': -0.09994937479496002, 'rewards/rejected': -0.6113673448562622, 'rewards/accuracies': 1.0, 'rewards/margins': 0.5114178657531738, 'logps/rejected': -6.113673210144043, 'logps/chosen': -0.9994937777519226, 'logits/rejected': 0.17503198981285095, 'logits/chosen': 0.15428069233894348, 'nll_loss': 1.8901389837265015, 'log_odds_ratio': -0.021041089668869972, 'log_odds_chosen': 5.969239234924316, 'epoch': 0.99}
{'loss': 1.878, 'grad_norm': 1.1065360307693481, 'learning_rate': 1.68e-07, 'rewards/chosen': -0.10245935618877411, 'rewards/rejected': -0.6238418817520142, 'rewards/accuracies': 1.0, 'rewards/margins': 0.5213824510574341, 'logps/rejected': -6.2384185791015625, 'logps/chosen': -1.0245935916900635, 'logits/rejected': 0.28644251823425293, 'logits/chosen': 0.27232328057289124, 'nll_loss': 1.8763262033462524, 'log_odds_ratio': -0.01638285256922245, 'log_odds_chosen': 6.026621341705322, 'epoch': 0.99}
{'loss': 1.9048, 'grad_norm': 5.434910774230957, 'learning_rate': 8.800000000000001e-08, 'rewards/chosen': -0.1220332607626915, 'rewards/rejected': -0.5855016112327576, 'rewards/accuracies': 0.925000011920929, 'rewards/margins': 0.46346840262413025, 'logps/rejected': -5.855015754699707, 'logps/chosen': -1.2203327417373657, 'logits/rejected': 0.1760592758655548, 'logits/chosen': 0.1504981815814972, 'nll_loss': 1.8899646997451782, 'log_odds_ratio': -0.1480623185634613, 'log_odds_chosen': 5.41702938079834, 'epoch': 1.0}
{'loss': 1.8913, 'grad_norm': 0.9659198522567749, 'learning_rate': 8e-09, 'rewards/chosen': -0.10093043744564056, 'rewards/rejected': -0.6219251751899719, 'rewards/accuracies': 1.0, 'rewards/margins': 0.5209947228431702, 'logps/rejected': -6.2192511558532715, 'logps/chosen': -1.0093042850494385, 'logits/rejected': 0.27151820063591003, 'logits/chosen': 0.242783784866333, 'nll_loss': 1.8863567113876343, 'log_odds_ratio': -0.049574095755815506, 'log_odds_chosen': 6.000554084777832, 'epoch': 1.0}
{'train_runtime': 10075.7173, 'train_samples_per_second': 0.992, 'train_steps_per_second': 0.248, 'train_loss': 1.955211336517334, 'epoch': 1.0}
Saving model to output_dir...
